Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2025,"LAA",507,1898,1723,390,232,75,6,77,221,214,132,6,512,23,14,4,30,23,8,0.22634939
2025,"BAL",512,1969,1775,421,278,78,7,58,205,193,154,3,476,24,16,1,41,34,13,0.237183098
2025,"BOS",534,2184,1955,506,317,109,8,72,286,275,191,10,499,23,11,4,26,52,13,0.258823529
2025,"CHW",564,1917,1723,381,261,74,2,44,182,177,163,1,448,11,12,5,30,43,8,0.221125943
2025,"CLE",534,1908,1694,392,260,72,5,55,209,197,164,6,413,21,22,7,28,38,13,0.231404958
2025,"DET",572,2061,1833,464,308,85,7,64,278,265,183,4,473,24,16,4,32,20,5,0.253136933
2025,"KCR",544,1991,1812,446,309,94,11,32,179,177,130,8,384,19,18,11,23,44,19,0.246136865
2025,"MIN",525,1920,1728,413,273,84,7,49,210,201,148,4,426,31,11,1,32,28,11,0.239004629
2025,"NYY",527,2033,1770,465,271,98,10,86,296,284,212,13,459,25,22,1,33,37,11,0.262711864
2025,"ATH",541,2061,1861,477,316,87,7,67,231,222,173,5,412,10,11,3,53,27,7,0.256313809
2025,"SEA",559,2015,1762,418,279,66,3,70,238,230,206,3,469,28,11,8,30,49,15,0.237230419
2025,"TBR",537,1923,1735,421,294,75,3,49,212,205,158,0,430,12,16,0,36,71,14,0.242651296
2025,"TEX",539,1922,1746,390,262,67,5,56,182,178,140,2,432,19,14,2,27,47,13,0.223367697
2025,"TOR",527,1962,1741,428,296,85,2,45,205,196,173,9,380,19,16,11,40,32,9,0.245835726
2025,"ARI",544,2053,1802,460,270,107,10,73,267,260,195,7,399,25,22,8,36,46,11,0.25527192
2025,"ATL",518,1971,1765,437,301,74,6,56,216,207,174,4,439,16,11,5,34,33,9,0.247592067
2025,"CHC",530,2100,1862,492,299,102,13,78,321,313,201,6,421,14,18,5,22,64,11,0.264232008
2025,"CIN",531,2036,1815,445,289,96,6,54,248,237,188,4,484,20,10,3,30,54,18,0.245179063
2025,"COL",541,1935,1753,386,243,84,15,44,172,170,150,5,521,16,10,6,34,26,11,0.220193953
2025,"MIA",520,1935,1741,436,298,83,8,47,210,201,159,5,426,13,12,10,29,46,17,0.250430786
2025,"HOU",506,1970,1761,447,319,73,6,49,214,203,161,6,405,26,14,8,44,24,13,0.253833049
2025,"LAD",537,2049,1806,475,294,90,9,82,294,283,201,10,437,20,18,3,42,37,10,0.263012181
2025,"MIL",554,2023,1789,416,296,70,5,45,232,211,186,7,439,22,12,13,26,70,17,0.23253214
2025,"WSN",514,1954,1754,422,278,84,8,52,225,212,153,1,418,25,12,10,29,52,17,0.24059293
2025,"NYM",536,2006,1757,431,274,90,12,55,231,222,194,10,404,32,19,3,47,42,8,0.245304496
2025,"PHI",525,2055,1822,475,325,84,8,58,260,246,197,6,416,17,15,4,34,51,10,0.260702524
2025,"PIT",543,2008,1782,399,291,62,9,37,164,159,190,10,468,20,9,5,50,53,13,0.223905723
2025,"STL",521,2020,1798,470,320,100,2,48,254,240,174,9,401,25,17,6,41,34,11,0.261401557
2025,"SDP",532,1892,1698,430,300,75,7,48,213,195,155,5,364,13,14,11,33,38,11,0.253239104
2025,"SFG",518,1971,1749,406,264,80,8,54,237,226,187,4,451,15,12,8,31,26,12,0.232132647
